geoid,name,,,In Labor Force,,Civilian Labor Force,,Employed,,unemployed,,Armed Forces,,Not in Labor Force
14000US39041012000,"Census Tract 120, Delaware, OH",,,3070,,3070,,2989,,81,,0,,1706
14000US39041012100,"Census Tract 121, Delaware, OH",,,4178,,4178,,4087,,91,,0,,1435
14000US39041012200,"Census Tract 122, Delaware, OH",,,2637,,2637,,2591,,46,,0,,1353
14000US39041012300,"Census Tract 123, Delaware, OH",,,2301,,2301,,2176,,125,,0,,1338
14000US39041012400,"Census Tract 124, Delaware, OH",,,3461,,3461,,3375,,86,,0,,974
14000US39043040100,"Census Tract 401, Erie, OH",,,2827,,2827,,2661,,166,,0,,1966
14000US39043040200,"Census Tract 402, Erie, OH",,,1998,,1991,,1906,,85,,7,,1334
14000US39043040300,"Census Tract 403, Erie, OH",,,3539,,3539,,3368,,171,,0,,1873
14000US39043040400,"Census Tract 404, Erie, OH",,,2320,,2320,,2206,,114,,0,,2327
14000US39043040500,"Census Tract 405, Erie, OH",,,2508,,2508,,2423,,85,,0,,1269
14000US39043040600,"Census Tract 406, Erie, OH",,,408,,408,,387,,21,,0,,440
14000US39043040700,"Census Tract 407, Erie, OH",,,2096,,2096,,1924,,172,,0,,950
14000US39043040800,"Census Tract 408, Erie, OH",,,2187,,2187,,2057,,130,,0,,1243
14000US39043040900,"Census Tract 409, Erie, OH",,,1570,,1570,,1451,,119,,0,,1220
14000US39043041000,"Census Tract 410, Erie, OH",,,1555,,1555,,1392,,163,,0,,992
14000US39043041100,"Census Tract 411, Erie, OH",,,1813,,1813,,1566,,247,,0,,959
14000US39043041200,"Census Tract 412, Erie, OH",,,1278,,1278,,1158,,120,,0,,545
14000US39043041300,"Census Tract 413, Erie, OH",,,1751,,1751,,1596,,155,,0,,999
14000US39043041400,"Census Tract 414, Erie, OH",,,1143,,1143,,1071,,72,,0,,965
14000US39043041500,"Census Tract 415, Erie, OH",,,1703,,1703,,1631,,72,,0,,1209
14000US39043041600,"Census Tract 416, Erie, OH",,,3132,,3132,,2969,,163,,0,,1400
14000US39043041700,"Census Tract 417, Erie, OH",,,3527,,3527,,3170,,357,,0,,1929
14000US39043041800,"Census Tract 418, Erie, OH",,,2970,,2962,,2889,,73,,8,,1783
14000US39043990100,"Census Tract 9901, Erie, OH",,,0,,0,,0,,0,,0,,0
14000US39045030100,"Census Tract 301, Fairfield, OH",,,1888,,1888,,1741,,147,,0,,1334
14000US39045030200,"Census Tract 302, Fairfield, OH",,,1707,,1707,,1648,,59,,0,,860
14000US39045030300,"Census Tract 303, Fairfield, OH",,,1585,,1585,,1473,,112,,0,,825
14000US39045030400,"Census Tract 304, Fairfield, OH",,,2389,,2389,,2327,,62,,0,,1490
14000US39045030600,"Census Tract 306, Fairfield, OH",,,5344,,5294,,5085,,209,,50,,2017
14000US39045030700,"Census Tract 307, Fairfield, OH",,,1676,,1676,,1599,,77,,0,,1095
14000US39045030800,"Census Tract 308, Fairfield, OH",,,2879,,2879,,2810,,69,,0,,1402
14000US39045030900,"Census Tract 309, Fairfield, OH",,,4442,,4442,,4318,,124,,0,,2419
14000US39045031000,"Census Tract 310, Fairfield, OH",,,2636,,2636,,2552,,84,,0,,2071
14000US39045031100,"Census Tract 311, Fairfield, OH",,,3040,,3040,,2841,,199,,0,,1736
14000US39045031200,"Census Tract 312, Fairfield, OH",,,2571,,2563,,2348,,215,,8,,1518
14000US39045031300,"Census Tract 313, Fairfield, OH",,,1372,,1372,,1206,,166,,0,,1259
14000US39045031400,"Census Tract 314, Fairfield, OH",,,2885,,2885,,2690,,195,,0,,2654
14000US39045031500,"Census Tract 315, Fairfield, OH",,,1189,,1189,,1147,,42,,0,,1108
14000US39045031600,"Census Tract 316, Fairfield, OH",,,3024,,3024,,2717,,307,,0,,2284
14000US39045031700,"Census Tract 317, Fairfield, OH",,,1804,,1794,,1669,,125,,10,,1301
14000US39045032000,"Census Tract 320, Fairfield, OH",,,1586,,1579,,1460,,119,,7,,905
14000US39045032100,"Census Tract 321, Fairfield, OH",,,1710,,1710,,1630,,80,,0,,1035
14000US39045032200,"Census Tract 322, Fairfield, OH",,,1849,,1841,,1553,,288,,8,,952
14000US39045032300,"Census Tract 323, Fairfield, OH",,,2162,,2162,,2028,,134,,0,,1368
14000US39045032500,"Census Tract 325, Fairfield, OH",,,2556,,2556,,2498,,58,,0,,3126
14000US39045032600,"Census Tract 326, Fairfield, OH",,,3049,,3034,,2898,,136,,15,,2283
14000US39045032701,"Census Tract 327.01, Fairfield, OH",,,2429,,2429,,2270,,159,,0,,933
14000US39045032702,"Census Tract 327.02, Fairfield, OH",,,4433,,4433,,4273,,160,,0,,1620
14000US39045032800,"Census Tract 328, Fairfield, OH",,,2263,,2263,,2194,,69,,0,,958
14000US39045032900,"Census Tract 329, Fairfield, OH",,,5426,,5426,,5279,,147,,0,,2375
14000US39045033000,"Census Tract 330, Fairfield, OH",,,2249,,2222,,2138,,84,,27,,1194
14000US39045033100,"Census Tract 331, Fairfield, OH",,,5044,,5027,,4862,,165,,17,,1958
14000US39047925800,"Census Tract 9258, Fayette, OH",,,1953,,1923,,1800,,123,,30,,1158
14000US39047925900,"Census Tract 9259, Fayette, OH",,,1670,,1670,,1610,,60,,0,,1033
14000US39047926000,"Census Tract 9260, Fayette, OH",,,1912,,1912,,1767,,145,,0,,1303
14000US39047926100,"Census Tract 9261, Fayette, OH",,,2208,,2208,,2058,,150,,0,,1526
14000US39047926200,"Census Tract 9262, Fayette, OH",,,2182,,2182,,2084,,98,,0,,1661
14000US39047926300,"Census Tract 9263, Fayette, OH",,,1548,,1548,,1520,,28,,0,,1066
14000US39047926400,"Census Tract 9264, Fayette, OH",,,1912,,1903,,1671,,232,,9,,1436
14000US39049000110,"Census Tract 1.10, Franklin, OH",,,2440,,2440,,2358,,82,,0,,691
14000US39049000120,"Census Tract 1.20, Franklin, OH",,,2147,,2147,,2124,,23,,0,,842
14000US39049000210,"Census Tract 2.10, Franklin, OH",,,2259,,2259,,2212,,47,,0,,626
14000US39049000220,"Census Tract 2.20, Franklin, OH",,,2419,,2419,,2387,,32,,0,,716
14000US39049000310,"Census Tract 3.10, Franklin, OH",,,1822,,1822,,1683,,139,,0,,1023
14000US39049000320,"Census Tract 3.20, Franklin, OH",,,1539,,1539,,1480,,59,,0,,550
14000US39049000330,"Census Tract 3.30, Franklin, OH",,,1269,,1269,,1070,,199,,0,,837
14000US39049000410,"Census Tract 4.10, Franklin, OH",,,1692,,1692,,1684,,8,,0,,379
14000US39049000420,"Census Tract 4.20, Franklin, OH",,,2297,,2297,,2252,,45,,0,,640
14000US39049000500,"Census Tract 5, Franklin, OH",,,2646,,2646,,2535,,111,,0,,1189
14000US39049000600,"Census Tract 6, Franklin, OH",,,2866,,2866,,2680,,186,,0,,664
14000US39049000710,"Census Tract 7.10, Franklin, OH",,,1472,,1472,,1230,,242,,0,,860
14000US39049000720,"Census Tract 7.20, Franklin, OH",,,920,,920,,738,,182,,0,,782
14000US39049000730,"Census Tract 7.30, Franklin, OH",,,1623,,1623,,1328,,295,,0,,994
14000US39049000810,"Census Tract 8.10, Franklin, OH",,,1553,,1553,,1384,,169,,0,,670
14000US39049000820,"Census Tract 8.20, Franklin, OH",,,1528,,1528,,1337,,191,,0,,751
14000US39049000910,"Census Tract 9.10, Franklin, OH",,,1747,,1747,,1423,,324,,0,,1199
14000US39049000920,"Census Tract 9.20, Franklin, OH",,,978,,978,,860,,118,,0,,608
14000US39049001000,"Census Tract 10, Franklin, OH",,,5071,,5071,,4910,,161,,0,,692
14000US39049001110,"Census Tract 11.10, Franklin, OH",,,1681,,1681,,1594,,87,,0,,1189
14000US39049001121,"Census Tract 11.21, Franklin, OH",,,4166,,4166,,3350,,816,,0,,5740
14000US39049001122,"Census Tract 11.22, Franklin, OH",,,1496,,1496,,1358,,138,,0,,1522
14000US39049001200,"Census Tract 12, Franklin, OH",,,2580,,2559,,2318,,241,,21,,1437
14000US39049001300,"Census Tract 13, Franklin, OH",,,3464,,3464,,3249,,215,,0,,2354
14000US39049001400,"Census Tract 14, Franklin, OH",,,691,,691,,537,,154,,0,,598
14000US39049001500,"Census Tract 15, Franklin, OH",,,804,,804,,540,,264,,0,,425
14000US39049001600,"Census Tract 16, Franklin, OH",,,1094,,1094,,934,,160,,0,,244
14000US39049001700,"Census Tract 17, Franklin, OH",,,1544,,1544,,1498,,46,,0,,679
14000US39049001810,"Census Tract 18.10, Franklin, OH",,,2052,,2052,,1972,,80,,0,,1905
14000US39049001820,"Census Tract 18.20, Franklin, OH",,,1948,,1948,,1938,,10,,0,,599
14000US39049001901,"Census Tract 19.01, Franklin, OH",,,2087,,2087,,2058,,29,,0,,343
14000US39049001902,"Census Tract 19.02, Franklin, OH",,,3048,,3048,,3034,,14,,0,,427
14000US39049002000,"Census Tract 20, Franklin, OH",,,2634,,2634,,2579,,55,,0,,414
14000US39049002100,"Census Tract 21, Franklin, OH",,,1874,,1858,,1821,,37,,16,,193
14000US39049002200,"Census Tract 22, Franklin, OH",,,1798,,1798,,1662,,136,,0,,215
14000US39049002300,"Census Tract 23, Franklin, OH",,,639,,639,,574,,65,,0,,394
14000US39049002510,"Census Tract 25.10, Franklin, OH",,,1587,,1587,,1425,,162,,0,,773
14000US39049002520,"Census Tract 25.20, Franklin, OH",,,1683,,1683,,1411,,272,,0,,733
14000US39049002600,"Census Tract 26, Franklin, OH",,,1390,,1390,,1254,,136,,0,,1711
14000US39049002710,"Census Tract 27.10, Franklin, OH",,,1034,,1034,,901,,133,,0,,451
14000US39049002730,"Census Tract 27.30, Franklin, OH",,,1269,,1269,,1130,,139,,0,,554
14000US39049002740,"Census Tract 27.40, Franklin, OH",,,1416,,1416,,1311,,105,,0,,629
14000US39049002750,"Census Tract 27.50, Franklin, OH",,,1173,,1173,,1001,,172,,0,,575
14000US39049002760,"Census Tract 27.60, Franklin, OH",,,2184,,2184,,1959,,225,,0,,789
14000US39049002770,"Census Tract 27.70, Franklin, OH",,,1174,,1174,,1000,,174,,0,,640
14000US39049002780,"Census Tract 27.80, Franklin, OH",,,1071,,1071,,1037,,34,,0,,1104
14000US39049002800,"Census Tract 28, Franklin, OH",,,1131,,1131,,875,,256,,0,,537
14000US39049002900,"Census Tract 29, Franklin, OH",,,886,,886,,653,,233,,0,,633
14000US39049003000,"Census Tract 30, Franklin, OH",,,2723,,2723,,2534,,189,,0,,853
14000US39049003200,"Census Tract 32, Franklin, OH",,,2077,,2077,,2044,,33,,0,,661
14000US39049003600,"Census Tract 36, Franklin, OH",,,825,,825,,753,,72,,0,,332
14000US39049003700,"Census Tract 37, Franklin, OH",,,1848,,1848,,1598,,250,,0,,1233
14000US39049003800,"Census Tract 38, Franklin, OH",,,1322,,1313,,1140,,173,,9,,460
14000US39049004000,"Census Tract 40, Franklin, OH",,,2396,,2396,,2317,,79,,0,,1147
14000US39049004200,"Census Tract 42, Franklin, OH",,,237,,237,,183,,54,,0,,140
14000US39049004300,"Census Tract 43, Franklin, OH",,,3581,,3570,,3486,,84,,11,,1055
14000US39049004500,"Census Tract 45, Franklin, OH",,,2212,,2212,,2009,,203,,0,,1650
14000US39049004610,"Census Tract 46.10, Franklin, OH",,,1862,,1862,,1840,,22,,0,,959
14000US39049004620,"Census Tract 46.20, Franklin, OH",,,646,,646,,607,,39,,0,,1105
14000US39049004700,"Census Tract 47, Franklin, OH",,,1862,,1862,,1735,,127,,0,,1568
14000US39049004810,"Census Tract 48.10, Franklin, OH",,,1451,,1451,,1380,,71,,0,,839
14000US39049004820,"Census Tract 48.20, Franklin, OH",,,888,,888,,850,,38,,0,,970
14000US39049004900,"Census Tract 49, Franklin, OH",,,2021,,2021,,1844,,177,,0,,1994
14000US39049005000,"Census Tract 50, Franklin, OH",,,1719,,1719,,1507,,212,,0,,1567
14000US39049005100,"Census Tract 51, Franklin, OH",,,368,,368,,332,,36,,0,,839
14000US39049005200,"Census Tract 52, Franklin, OH",,,2465,,2465,,2397,,68,,0,,344
14000US39049005300,"Census Tract 53, Franklin, OH",,,1680,,1680,,1483,,197,,0,,914
14000US39049005410,"Census Tract 54.10, Franklin, OH",,,674,,674,,534,,140,,0,,372
14000US39049005420,"Census Tract 54.20, Franklin, OH",,,990,,990,,771,,219,,0,,622
14000US39049005500,"Census Tract 55, Franklin, OH",,,2167,,2167,,1901,,266,,0,,1177
14000US39049005610,"Census Tract 56.10, Franklin, OH",,,807,,807,,699,,108,,0,,380
14000US39049005620,"Census Tract 56.20, Franklin, OH",,,1169,,1169,,964,,205,,0,,499
14000US39049005700,"Census Tract 57, Franklin, OH",,,2844,,2844,,2726,,118,,0,,504
14000US39049005810,"Census Tract 58.10, Franklin, OH",,,2087,,2081,,2026,,55,,6,,348
14000US39049005820,"Census Tract 58.20, Franklin, OH",,,1292,,1292,,1250,,42,,0,,488
14000US39049005900,"Census Tract 59, Franklin, OH",,,1309,,1309,,1037,,272,,0,,586
14000US39049006000,"Census Tract 60, Franklin, OH",,,1047,,1047,,878,,169,,0,,539
14000US39049006100,"Census Tract 61, Franklin, OH",,,1164,,1164,,944,,220,,0,,847
14000US39049006220,"Census Tract 62.20, Franklin, OH",,,4488,,4467,,4238,,229,,21,,1691
14000US39049006230,"Census Tract 62.30, Franklin, OH",,,10453,,10437,,10276,,161,,16,,3291
14000US39049006236,"Census Tract 62.36, Franklin, OH",,,3086,,3086,,3005,,81,,0,,1163
14000US39049006310,"Census Tract 63.10, Franklin, OH",,,2171,,2171,,2101,,70,,0,,1199
14000US39049006321,"Census Tract 63.21, Franklin, OH",,,2139,,2139,,2082,,57,,0,,1269
14000US39049006323,"Census Tract 63.23, Franklin, OH",,,1826,,1826,,1722,,104,,0,,996
14000US39049006330,"Census Tract 63.30, Franklin, OH",,,3027,,3027,,2889,,138,,0,,1012
14000US39049006340,"Census Tract 63.40, Franklin, OH",,,1609,,1609,,1481,,128,,0,,987
14000US39049006351,"Census Tract 63.51, Franklin, OH",,,2431,,2419,,2338,,81,,12,,1149
14000US39049006352,"Census Tract 63.52, Franklin, OH",,,2022,,2008,,1934,,74,,14,,832
14000US39049006353,"Census Tract 63.53, Franklin, OH",,,3303,,3303,,3122,,181,,0,,1170
14000US39049006371,"Census Tract 63.71, Franklin, OH",,,4166,,4166,,3942,,224,,0,,1359
14000US39049006372,"Census Tract 63.72, Franklin, OH",,,3656,,3656,,3486,,170,,0,,1445
14000US39049006383,"Census Tract 63.83, Franklin, OH",,,5728,,5728,,5476,,252,,0,,1623
14000US39049006384,"Census Tract 63.84, Franklin, OH",,,3991,,3978,,3909,,69,,13,,998
14000US39049006386,"Census Tract 63.86, Franklin, OH",,,2513,,2513,,2460,,53,,0,,921
14000US39049006387,"Census Tract 63.87, Franklin, OH",,,3701,,3701,,3552,,149,,0,,1262
14000US39049006391,"Census Tract 63.91, Franklin, OH",,,2863,,2856,,2816,,40,,7,,1081
14000US39049006392,"Census Tract 63.92, Franklin, OH",,,2446,,2446,,2385,,61,,0,,1061
14000US39049006393,"Census Tract 63.93, Franklin, OH",,,3136,,3124,,2989,,135,,12,,892
14000US39049006394,"Census Tract 63.94, Franklin, OH",,,1654,,1654,,1621,,33,,0,,377
14000US39049006395,"Census Tract 63.95, Franklin, OH",,,2424,,2409,,2301,,108,,15,,516
14000US39049006396,"Census Tract 63.96, Franklin, OH",,,2834,,2834,,2773,,61,,0,,1283
14000US39049006410,"Census Tract 64.10, Franklin, OH",,,1668,,1668,,1619,,49,,0,,652
14000US39049006430,"Census Tract 64.30, Franklin, OH",,,2757,,2757,,2671,,86,,0,,895
14000US39049006500,"Census Tract 65, Franklin, OH",,,1659,,1659,,1624,,35,,0,,847
14000US39049006600,"Census Tract 66, Franklin, OH",,,2046,,2046,,2016,,30,,0,,822
14000US39049006710,"Census Tract 67.10, Franklin, OH",,,1567,,1567,,1523,,44,,0,,593
14000US39049006721,"Census Tract 67.21, Franklin, OH",,,1700,,1700,,1634,,66,,0,,1057
14000US39049006722,"Census Tract 67.22, Franklin, OH",,,1362,,1357,,1330,,27,,5,,1004
14000US39049006810,"Census Tract 68.10, Franklin, OH",,,1319,,1319,,1277,,42,,0,,392
14000US39049006821,"Census Tract 68.21, Franklin, OH",,,1767,,1756,,1696,,60,,11,,1295
14000US39049006822,"Census Tract 68.22, Franklin, OH",,,1122,,1122,,1101,,21,,0,,549
14000US39049006910,"Census Tract 69.10, Franklin, OH",,,879,,877,,870,,7,,2,,446
14000US39049006921,"Census Tract 69.21, Franklin, OH",,,2341,,2341,,2184,,157,,0,,775
14000US39049006923,"Census Tract 69.23, Franklin, OH",,,1869,,1846,,1738,,108,,23,,1031
14000US39049006924,"Census Tract 69.24, Franklin, OH",,,2246,,2230,,2066,,164,,16,,1051
14000US39049006931,"Census Tract 69.31, Franklin, OH",,,3780,,3780,,3679,,101,,0,,1349
14000US39049006932,"Census Tract 69.32, Franklin, OH",,,3512,,3512,,3237,,275,,0,,1833
14000US39049006933,"Census Tract 69.33, Franklin, OH",,,2629,,2629,,2338,,291,,0,,1463
14000US39049006942,"Census Tract 69.42, Franklin, OH",,,760,,760,,716,,44,,0,,266
14000US39049006943,"Census Tract 69.43, Franklin, OH",,,2676,,2676,,2579,,97,,0,,919
14000US39049006944,"Census Tract 69.44, Franklin, OH",,,2520,,2520,,2420,,100,,0,,948
14000US39049006945,"Census Tract 69.45, Franklin, OH",,,3550,,3550,,3445,,105,,0,,942
14000US39049006950,"Census Tract 69.50, Franklin, OH",,,1480,,1480,,1438,,42,,0,,928
14000US39049006990,"Census Tract 69.90, Franklin, OH",,,4056,,4056,,3917,,139,,0,,1303
14000US39049007010,"Census Tract 70.10, Franklin, OH",,,2209,,2209,,1999,,210,,0,,1208
14000US39049007020,"Census Tract 70.20, Franklin, OH",,,4027,,4027,,3866,,161,,0,,1304
14000US39049007041,"Census Tract 70.41, Franklin, OH",,,1213,,1213,,1159,,54,,0,,808
14000US39049007043,"Census Tract 70.43, Franklin, OH",,,3046,,3037,,2858,,179,,9,,849
14000US39049007044,"Census Tract 70.44, Franklin, OH",,,3508,,3508,,3443,,65,,0,,1364
14000US39049007047,"Census Tract 70.47, Franklin, OH",,,2437,,2387,,2320,,67,,50,,543
14000US39049007048,"Census Tract 70.48, Franklin, OH",,,4212,,4212,,4014,,198,,0,,783
14000US39049007112,"Census Tract 71.12, Franklin, OH",,,2975,,2975,,2727,,248,,0,,1438
14000US39049007113,"Census Tract 71.13, Franklin, OH",,,2786,,2786,,2688,,98,,0,,1056
14000US39049007114,"Census Tract 71.14, Franklin, OH",,,3215,,3215,,3025,,190,,0,,963
14000US39049007115,"Census Tract 71.15, Franklin, OH",,,3100,,3100,,3000,,100,,0,,1198
14000US39049007120,"Census Tract 71.20, Franklin, OH",,,2912,,2912,,2712,,200,,0,,865
14000US39049007132,"Census Tract 71.32, Franklin, OH",,,4758,,4758,,4553,,205,,0,,1794
14000US39049007193,"Census Tract 71.93, Franklin, OH",,,3785,,3785,,3701,,84,,0,,1327
14000US39049007194,"Census Tract 71.94, Franklin, OH",,,3077,,3077,,3077,,0,,0,,2172
14000US39049007198,"Census Tract 71.98, Franklin, OH",,,1738,,1738,,1676,,62,,0,,418
14000US39049007199,"Census Tract 71.99, Franklin, OH",,,3694,,3694,,3620,,74,,0,,911
14000US39049007201,"Census Tract 72.01, Franklin, OH",,,438,,438,,412,,26,,0,,96
14000US39049007202,"Census Tract 72.02, Franklin, OH",,,2083,,2083,,1926,,157,,0,,693
14000US39049007203,"Census Tract 72.03, Franklin, OH",,,2164,,2164,,2137,,27,,0,,908
14000US39049007205,"Census Tract 72.05, Franklin, OH",,,3986,,3986,,3906,,80,,0,,480
14000US39049007207,"Census Tract 72.07, Franklin, OH",,,3667,,3667,,3617,,50,,0,,1233
14000US39049007209,"Census Tract 72.09, Franklin, OH",,,4229,,4229,,4063,,166,,0,,1460
14000US39049007210,"Census Tract 72.10, Franklin, OH",,,5369,,5369,,5089,,280,,0,,1700
14000US39049007393,"Census Tract 73.93, Franklin, OH",,,4960,,4945,,4778,,167,,15,,1913
14000US39049007394,"Census Tract 73.94, Franklin, OH",,,1361,,1361,,1325,,36,,0,,778
14000US39049007395,"Census Tract 73.95, Franklin, OH",,,8747,,8747,,8455,,292,,0,,2046
14000US39049007396,"Census Tract 73.96, Franklin, OH",,,6274,,6245,,5970,,275,,29,,2030
14000US39049007424,"Census Tract 74.24, Franklin, OH",,,3288,,3288,,3194,,94,,0,,1096
14000US39049007425,"Census Tract 74.25, Franklin, OH",,,1796,,1796,,1709,,87,,0,,606
14000US39049007426,"Census Tract 74.26, Franklin, OH",,,1753,,1753,,1701,,52,,0,,744
14000US39049007427,"Census Tract 74.27, Franklin, OH",,,3651,,3651,,3466,,185,,0,,1389
14000US39049007492,"Census Tract 74.92, Franklin, OH",,,3558,,3558,,3428,,130,,0,,1201
14000US39049007494,"Census Tract 74.94, Franklin, OH",,,2569,,2569,,2450,,119,,0,,852
14000US39049007511,"Census Tract 75.11, Franklin, OH",,,715,,715,,615,,100,,0,,801
14000US39049007512,"Census Tract 75.12, Franklin, OH",,,1752,,1752,,1644,,108,,0,,1288
14000US39049007520,"Census Tract 75.20, Franklin, OH",,,1532,,1532,,1286,,246,,0,,851
14000US39049007531,"Census Tract 75.31, Franklin, OH",,,1535,,1535,,1446,,89,,0,,380
14000US39049007532,"Census Tract 75.32, Franklin, OH",,,1241,,1241,,1137,,104,,0,,478
14000US39049007533,"Census Tract 75.33, Franklin, OH",,,1067,,1067,,942,,125,,0,,498
14000US39049007534,"Census Tract 75.34, Franklin, OH",,,1391,,1391,,1186,,205,,0,,1122
14000US39049007550,"Census Tract 75.50, Franklin, OH",,,1579,,1573,,1449,,124,,6,,1014
14000US39049007551,"Census Tract 75.51, Franklin, OH",,,4797,,4797,,4328,,469,,0,,1791
14000US39049007710,"Census Tract 77.10, Franklin, OH",,,2317,,2317,,2089,,228,,0,,1059
14000US39049007721,"Census Tract 77.21, Franklin, OH",,,3280,,3280,,2750,,530,,0,,2129
14000US39049007722,"Census Tract 77.22, Franklin, OH",,,1992,,1992,,1890,,102,,0,,1101
14000US39049007730,"Census Tract 77.30, Franklin, OH",,,1763,,1763,,1630,,133,,0,,745
14000US39049007740,"Census Tract 77.40, Franklin, OH",,,768,,768,,757,,11,,0,,690
14000US39049007811,"Census Tract 78.11, Franklin, OH",,,2084,,2084,,1992,,92,,0,,1006
14000US39049007812,"Census Tract 78.12, Franklin, OH",,,2723,,2723,,2675,,48,,0,,1255
14000US39049007820,"Census Tract 78.20, Franklin, OH",,,2113,,2113,,1909,,204,,0,,955
14000US39049007830,"Census Tract 78.30, Franklin, OH",,,1996,,1996,,1932,,64,,0,,642
14000US39049007921,"Census Tract 79.21, Franklin, OH",,,5315,,5315,,5062,,253,,0,,1762
14000US39049007922,"Census Tract 79.22, Franklin, OH",,,3008,,3008,,2924,,84,,0,,1025
14000US39049007931,"Census Tract 79.31, Franklin, OH",,,2700,,2700,,2622,,78,,0,,949
14000US39049007933,"Census Tract 79.33, Franklin, OH",,,5385,,5385,,5258,,127,,0,,1016
14000US39049007941,"Census Tract 79.41, Franklin, OH",,,1726,,1726,,1672,,54,,0,,416
14000US39049007951,"Census Tract 79.51, Franklin, OH",,,5416,,5391,,5165,,226,,25,,1854
14000US39049007952,"Census Tract 79.52, Franklin, OH",,,4544,,4505,,4451,,54,,39,,1928
14000US39049007953,"Census Tract 79.53, Franklin, OH",,,4240,,4240,,4069,,171,,0,,923
14000US39049007954,"Census Tract 79.54, Franklin, OH",,,4941,,4941,,4741,,200,,0,,1380
14000US39049008000,"Census Tract 80, Franklin, OH",,,2921,,2921,,2803,,118,,0,,956
14000US39049008110,"Census Tract 81.10, Franklin, OH",,,2238,,2238,,2052,,186,,0,,1191
14000US39049008120,"Census Tract 81.20, Franklin, OH",,,1911,,1911,,1821,,90,,0,,1060
14000US39049008132,"Census Tract 81.32, Franklin, OH",,,3804,,3790,,3615,,175,,14,,1627
14000US39049008141,"Census Tract 81.41, Franklin, OH",,,5137,,5117,,4831,,286,,20,,1453
14000US39049008142,"Census Tract 81.42, Franklin, OH",,,4839,,4839,,4797,,42,,0,,982
14000US39049008161,"Census Tract 81.61, Franklin, OH",,,4487,,4487,,4363,,124,,0,,1622
14000US39049008162,"Census Tract 81.62, Franklin, OH",,,5534,,5534,,5261,,273,,0,,1940
14000US39049008163,"Census Tract 81.63, Franklin, OH",,,1924,,1924,,1765,,159,,0,,882
14000US39049008164,"Census Tract 81.64, Franklin, OH",,,2072,,2072,,1920,,152,,0,,1007
14000US39049008210,"Census Tract 82.10, Franklin, OH",,,913,,913,,831,,82,,0,,772
14000US39049008230,"Census Tract 82.30, Franklin, OH",,,938,,938,,872,,66,,0,,378
14000US39049008241,"Census Tract 82.41, Franklin, OH",,,1076,,1076,,1065,,11,,0,,760
14000US39049008242,"Census Tract 82.42, Franklin, OH",,,3749,,3734,,3570,,164,,15,,1481
